Id,Level,Reading_On,Reading_Kun,Strokes
些,1,['サ'],"['いささ（か）', 'すこ（し）']",8
叉,1,"['サ', 'シャ']","['こまぬ（く）', 'こまね（く）', 'さ（す）', 'また']",3
嵯,1,['サ'],['けわ（しい）'],13
嵳,1,['サ'],['けわ（しい）'],13
瑳,1,['サ'],['みが（く）'],14
紗,1,"['サ', 'シャ']",['うすぎぬ'],10
蓑,1,"['サ', 'サイ']",['みの'],13
裟,1,['サ'],[],13
哉,1,['サイ'],"['か', 'かな', 'や']",9
晒,1,['サイ'],['さら（す）'],10
柴,1,['サイ'],"['しば', 'ふさ（ぐ）']",10
栖,1,"['サイ', 'セイ']","['す', 'すみか', 'す（む）']",10
犀,1,"['サイ', 'セイ']","['かた（い）', 'するど（い）']",12
砦,1,['サイ'],['とりで'],11
榊,1,[],['さかき'],14
神,11,"['シン', 'ジン']","['かみ', 'かん', 'こう', 'たましい']",10
笹,1,[],['ささ'],11
撒,1,"['サツ', 'サン']",['ま（く）'],15
薩,1,['サツ'],[],17
隡,-1,,,-1
撰,1,"['サン', 'セン']",['えら（ぶ）'],15
燦,1,['サン'],"['あき（らか）', 'あざ（やか）', 'きら（めく）']",17
粲,1,['サン'],"['あき（らか）', 'あざ（やか）', 'いい', 'しらげよね', 'わら（う）']",13
珊,1,['サン'],[],9
纂,1,['サン'],"['あつ（める）', 'くみひも', 'つ（ぐ）']",20
䋰,-1,,,-1
蒜,1,['サン'],"['にんにく', 'ひる']",13
祘,-1,['サン'],[],10
讃,1,['サン'],"['たす（ける）', 'たた（える）', 'ほ（める）']",22
讚,1,['サン'],"['たす（ける）', 'たた（える）', 'ほ（める）']",26
贊,11,['サン'],"['たす（ける）', 'たた（える）', 'ほ（める）']",19
餐,1,['サン'],"['く（う）', 'たべもの', 'の（む）']",16
歺,-1,,,-1
仔,1,['シ'],"['こ', 'こま（か）', 'た（える）']",5
偲,1,"['サイ', 'シ']",['しの（ぶ）'],11
匙,1,['シ'],['さじ'],11
只,1,['シ'],['ただ'],5
屍,1,['シ'],"['かばね', 'しかばね']",9
弛,1,"['シ', 'チ']","['たゆ（む）', 'たる（む）', 'ゆる（む）']",6
孜,1,['シ'],['つと（める）'],7
斯,1,['シ'],"['か（かる）', 'か（く）', 'こ（の）', 'これ']",12
梓,1,['シ'],"['あずさ', 'はんぎ']",11
獅,1,['シ'],['しし'],13
砥,1,['シ'],"['と', 'といし', 'と（ぐ）', 'みが（く）']",10
笥,1,"['シ', 'ス']","['け', 'はこ']",11
蒔,1,"['シ', 'ジ']","['う（える）', 'ま（く）']",13
覗,1,['シ'],"['うかが（う）', 'のぞ（く）']",12
錫,1,"['シ', 'シャク', 'セキ']","['すず', 'たま（う）', 'たまもの']",16
髭,1,['シ'],"['くちひげ', 'ひげ']",16
痔,1,['ジ'],['しもがさ'],11
馳,1,"['ジ', 'チ']",['は（せる）'],13
鴫,1,[],['しぎ'],16
宍,1,"['ニク', 'ジク']",['しし'],7
竺,1,"['ジク', 'トク']",['あつ（い）'],8
悉,1,['シツ'],"['ことごと（く）', 'つく（す）', 'つぶさ（に）']",11
櫛,1,['シツ'],"['くし', 'くしけず（る）']",19
蛭,1,"['シツ', 'テツ']",['ひる'],12
姐,1,"['シャ', 'ソ']","['あね', 'あねご', 'ねえ']",8
柘,1,['シャ'],"['つげ', 'やまぐわ']",9
這,1,['シャ'],"['こ（の）', 'これ', 'は（う）']",11
惹,1,"['ジャ', 'ジャク']","['ひ（く）', 'まね（く）']",12
杓,1,"['ヒョウ', 'シャク']","['しゃく（う）', 'ひしゃく']",7
灼,1,['シャク'],"['あき（らか）', 'あらたか', 'やいと', 'や（く）']",7
蹟,1,"['シャク', 'セキ']",['あと'],18
雀,1,['ジャク'],['すずめ'],11
撞,1,"['シュ', 'トウ', 'ドウ']",['つ（く）'],15
蛛,1,"['シュ', 'チュ', 'チュウ']",['くも'],12
諏,1,"['シュ', 'ス']","['と（う）', 'はか（る）']",15
趨,1,"['シュ', 'スウ', 'ソク']","['うなが（す）', 'おもむ（く）', 'はし（る）', 'はや（い）']",17
芻,1,"['シュ', 'ス', 'スウ']","['か（る）', 'くさか（り）', 'まぐさ', 'わら']",10
嬬,1,['ジュ'],"['つま', 'よわ（い）']",17
濡,1,['ジュ'],"['うるお（う）', 'とどこお（る）', 'ぬ（れる）']",17
竪,1,['ジュ'],"['こども', 'こもの', 'た（つ）', 'たて']",14
豎,1,['ジュ'],"['こども', 'こもの', 'た（つ）', 'たて']",16
綬,1,['ジュ'],"['くみひも', 'ひも']",14
鷲,1,"['ジュ', 'シュウ']",['わし'],23
嵩,1,"['シュウ', 'スウ']","['かさ', 'かさ（む）', 'たか（い）']",13
揖,1,"['シュウ', 'ユウ']","['あつ（まる）', 'ゆず（る）']",12
咠,-1,,,-1
柊,1,['シュウ'],['ひいらぎ'],9
楢,1,"['シュウ', 'ユウ']",['なら'],13
洲,1,['シュウ'],"['しま', 'す']",9
穐,1,['シュウ'],"['あき', 'とき']",16
龝,1,['シュウ'],"['あき', 'とき']",21
龜,11,"['キ', 'キュウ', 'キン']","['かめ', 'あかぎれ']",16
繍,1,['シュウ'],"['うつく（しい）', 'にしき', 'ぬいとり']",17
萩,1,['シュウ'],['はぎ'],12
葺,1,['シュウ'],"['つくろ（う）', 'ふ（く）']",12
蒐,1,['シュウ'],"['あつ（める）', 'か（り）']",13
輯,1,['シュウ'],"['あつ（める）', 'やわ（らぐ）']",16
鍬,1,"['シュウ', 'ショウ']","['くわ', 'すき']",17
鰍,1,['シュウ'],"['いなだ', 'かじか', 'どじょう']",20
什,1,['ジュウ'],['とお'],4
紐,1,"['ジュウ', 'チュウ']",['ひも'],10
夙,1,['シュク'],"['つと（に）', 'はや（い）', 'まだき']",6
峻,1,['シュン'],"['おお（きい）', 'きび（しい）', 'けわ（しい）', 'たか（い）']",10
竣,1,['シュン'],['お（わる）'],12
遁,1,"['シュン', 'ジュン', 'トン']","['しりご（みする）', 'のが（れる）']",13
醇,1,"['シュン', 'ジュン']","['あつ（い）', 'もっぱ（ら）']",15
隼,1,"['シュン', 'ジュン']",['はやぶさ'],10
駿,1,"['シュン', 'スン']",['すぐ（れる）'],17
惇,1,"['ジュン', 'トン']","['あつ（い）', 'まこと']",11
楯,1,['ジュン'],['たて'],13
淳,1,['ジュン'],"['あつ（い）', 'すなお']",11
恕,1,"['ショ', 'ジョ']","['おもいや（る）', 'ゆる（す）']",10
曙,1,['ショ'],['あけぼの'],17
杵,1,['ショ'],['きね'],8
渚,1,['ショ'],"['なぎさ', 'みぎわ']",11
疏,1,"['ショ', 'ソ']","['あら（い）', 'うと（い）', 'うと（む）', 'おろそ（か）', 'とお（す）', 'とお（る）', 'まば（ら）']",12
薯,1,"['ショ', 'ジョ']",['いも'],17
藷,1,['ショ'],"['いも', 'さとうきび']",19
鋤,1,"['ショ', 'ジョ']","['すき', 'す（く）']",15
黍,1,['ショ'],['きび'],12
鼠,1,"['ショ', 'ス', 'ソ']",['ねずみ'],13
汝,1,['ジョ'],['なんじ'],6
丞,1,"['ショウ', 'ジョウ']",['たす（ける）'],6
氶,-1,,,-1
哨,1,['ショウ'],['みはり'],10
嘗,1,"['ショウ', 'ジョウ']","['かつ（て）', 'こころ（みる）', 'な（める）']",14
娼,1,['ショウ'],['あそびめ'],11
廠,1,['ショウ'],"['うまや', 'しごとば']",15
敞,1,['ショウ'],"['たか（い）', 'ひろ（い）']",12
厰,1,['ショウ'],"['うまや', 'しごとば']",14
捷,1,['ショウ'],"['か（つ）', 'はや（い）']",11
疌,-1,['ショウ'],[],8
摺,1,"['ショウ', 'ロウ']","['くじ（く）', 'す（る）', 'たた（む）', 'ひだ']",14
梢,1,['ショウ'],"['かじ', 'こずえ']",11
樟,1,['ショウ'],"['くす', 'くすのき']",15
樵,1,['ショウ'],"['きこり', 'きこ（る）', 'こ（る）']",16
橡,1,"['ショウ', 'ゾウ']","['とち', 'くぬぎ', 'つるばみ']",16
湘,1,['ショウ'],[],12
甥,1,"['ショウ', 'セイ']",['おい'],12
秤,1,"['ショウ', 'ビン']",['はかり'],10
篠,1,['ショウ'],"['しの', 'しのだけ']",17
條,11,['ジョウ'],"['えだ', 'すじ']",11
菖,1,['ショウ'],['しょうぶ'],11
蒋,1,['ショウ'],['まこも'],13
蕉,1,['ショウ'],[],15
蛸,1,"['ショウ', 'ソウ']",['たこ'],13
裳,1,['ショウ'],"['も', 'もすそ']",14
醤,1,['ショウ'],"['ししびしお', 'ひしお']",17
鉦,1,"['ショウ', 'セイ']",['かね'],13
錆,1,"['ショウ', 'セイ']","['さび', 'さ（びる）']",16
靑,11,"['セイ', 'ショウ']","['あお', 'あお（い）']",8
鍾,1,['ショウ'],"['あつ（まる）', 'あつ（める）', 'さかずき']",17
鎗,1,"['ショウ', 'ソウ']",['やり'],18
鞘,1,"['ショウ', 'ソウ']",['さや'],16
鯖,1,"['ショウ', 'セイ']","['さば', 'よせなべ']",19
帖,1,"['ジョウ', 'チョウ']","['かきもの', 'た（れる）']",8
擾,1,['ジョウ'],"['さわ（ぐ）', 'な（らす）', 'みだ（れる）', 'わずら（わしい）']",18
杖,1,['ジョウ'],['つえ'],7
瀞,1,"['ジョウ', 'セイ']",['とろ'],19
靜,11,"['セイ', 'ジョウ']","['しず', 'しず（か）', 'しず（まる）', 'しず（める）']",16
牒,1,"['ジョウ', 'チョウ']",['ふだ'],13
穣,1,['ジョウ'],"['みの（る）', 'ゆた（か）']",18
茸,1,['ジョウ'],"['きのこ', 'しげ（る）', 'たけ', 'ふくろづの']",9
鄭,1,"['ジョウ', 'テイ']",['ねんご（ろ）'],15
奠,1,"['テン', 'デン']","['さだ（める）', 'そな（える）', 'まつ（る）']",12
埴,1,['ショク'],['はに'],11
燭,1,"['ショク', 'ソク']",['ともしび'],17
粟,1,"['ショク', 'ソク', 'ゾク']","['あわ', 'ふち', 'もみ']",12
蝕,1,['ショク'],['むしば（む）'],15
晋,1,['シン'],['すす（む）'],10
榛,1,['シン'],"['はしばみ', 'はり']",14
秦,1,['シン'],['はた'],10
槙,1,"['シン', 'テン']",['まき'],14
疹,1,"['シン', 'チン']",['はしか'],10
矧,1,['シン'],['は（ぐ）'],9
訊,1,"['シン', 'ジン']","['き（く）', 'たず（ねる）', 'たよ（り）', 'と（う）']",10
賑,1,['シン'],"['にぎ（やか）', 'にぎ（わう）']",14
儘,1,['ジン'],"['ことごと（く）', 'まま']",16
盡,11,['ジン'],"['つ（かす）', 'つ（きる）', 'つ（くす）', 'ことごと（く）', 'すが（れる）']",14
塵,1,['ジン'],['ちり'],14
稔,1,"['ジン', 'ニン', 'ネン']","['つ（む）', 'とし', 'みの（る）']",13
荏,1,"['ジン', 'ニン']","['え', 'やわ（らか）']",9
靱,1,['ジン'],"['うつぼ', 'しな（やか）', 'ゆぎ']",12
刄,-1,"['ジン', 'ニン']","['き（る）', 'は', 'やいば']",3
靭,1,['ジン'],"['うつぼ', 'しな（やか）', 'ゆぎ']",12
蘇,1,"['ス', 'ソ']",['よみがえ（る）'],19
穌,-1,['ソ'],[],16
雛,1,"['ス', 'スウ']","['ひな', 'ひよこ']",18
厨,1,"['ズ', 'チュウ']",['くりや'],12
廚,1,"['ズ', 'チュウ']",['くりや'],15
杜,1,"['ズ', 'ト']","['と（じる）', 'ふさ（ぐ）', 'もり', 'やまなし']",7
逗,1,"['ズ', 'トウ']",['とど（まる）'],11
翠,1,['スイ'],"['かわせみ', 'みどり']",14
翆,1,['スイ'],"['かわせみ', 'みどり']",10
錘,1,['スイ'],"['おもり', 'つむ']",16
錐,1,['スイ'],['きり'],16
瑞,1,"['スイ', 'ズイ']","['しるし', 'みず', 'めでた（い）']",13
蕊,1,['ズイ'],['しべ'],15
惢,-1,"['サ', 'ズイ']",[],12
蕋,1,['ズイ'],['しべ'],15
歮,-1,,,-1
蘂,1,['ズイ'],['しべ'],19
橤,-1,,,-1
椙,1,[],['すぎ'],12
吋,1,"['スン', 'トウ']",['インチ'],6
棲,1,['セイ'],"['す', 'すみか', 'す（む）']",12
靖,1,['セイ'],"['やす（い）', 'やす（らか）', 'やす（んじる）']",13
脆,1,"['セイ', 'ゼイ']","['かる（い）', 'もろ（い）', 'やわ（らかい）', 'よわ（い）']",10
貰,1,['セイ'],"['か（りる）', 'もら（う）', 'ゆる（す）']",12
汐,1,['セキ'],"['うしお', 'しお']",6
碩,1,['セキ'],['おお（きい）'],14
屑,1,['セツ'],"['いさぎよ（い）', 'くず']",10
鱈,1,['セツ'],['たら'],22
尖,1,['セン'],"['さき', 'するど（い）', 'とが（る）']",6
揃,1,['セン'],"['そろ（い）', 'そろ（う）', 'そろ（える）']",12
栴,1,['セン'],[],10
煽,1,['セン'],"['あお（り）', 'あお（る）', 'おこ（る）', 'おだ（てる）']",14
穿,1,['セン'],"['うが（つ）', 'つらぬ（く）', 'は（く）', 'ほじく（る）', 'ほじ（る）']",9
箭,1,['セン'],['や'],15
㐄,-1,,,-1
苫,1,['セン'],"['とま', 'むしろ']",8
茜,1,['セン'],['あかね'],9
蝉,1,"['セン', 'ゼン']","['うつく（しい）', 'せみ', 'つづ（く）']",15
賤,1,"['セン', 'ゼン']","['あや（しい）', 'いや（しい）', 'いや（しめる）', 'しず', 'やす（い）']",15
賎,1,"['セン', 'ゼン']","['あや（しい）', 'いや（しい）', 'いや（しめる）', 'しず', 'やす（い）']",13
釧,1,['セン'],"['うでわ', 'くしろ']",11
銑,1,['セン'],['ずく'],14
閃,1,['セン'],['ひらめ（く）'],10
苒,1,['ゼン'],"['しげ（る）', 'すす（む）', 'やわ（らか）']",8
糎,1,[],['センチメートル'],15
噌,1,"['ソ', 'ソウ']",['かまびす（しい）'],15
曾,11,"['ゾ', 'ソウ', 'ソ', 'ゾウ']","['かさ（なる）', 'かつ（て）', 'すなわ（ち）', 'ま（す）']",12
岨,1,"['ショ', 'ソ']","['そば', 'そばだ（つ）']",8
叢,1,['ソウ'],"['くさむら', 'むら（がる）']",18
丵,-1,['サク'],[],10
宋,1,['ソウ'],[],7
匝,1,['ソウ'],['めぐ（る）'],5
惣,1,['ソウ'],['すべ（て）'],12
掻,1,['ソウ'],['か（く）'],11
槍,1,['ソウ'],['やり'],14
湊,1,['ソウ'],"['あつ（まる）', 'みなと']",12
漕,1,['ソウ'],"['こ（ぐ）', 'はこ（ぶ）']",14
甑,1,['ソウ'],['こしき'],17
竈,1,['ソウ'],"['かまど', 'へっつい']",21
黽,1,"['ビン', 'ベン', 'ボウ']","['あおがえる', 'つと（める）']",13
竃,1,['ソウ'],"['かまど', 'へっつい']",17
糟,1,['ソウ'],['かす'],17
綜,1,['ソウ'],"['おさ', 'す（べる）', 'まじ（える）']",14
聡,1,['ソウ'],['さと（い）'],14
葱,1,['ソウ'],"['あお（い）', 'き', 'ねぎ']",12
怱,1,['ソウ'],"['あわ（てる）', 'いそ（ぐ）']",9
蒼,1,['ソウ'],"['あお', 'あお（い）', 'しげ（る）']",13
藪,1,['ソウ'],"['さわ', 'やぶ']",18
數,11,"['スウ', 'ス', 'サク', 'シュ', 'ソク']","['かず', 'かぞ（える）', 'しばしば']",15
薮,1,['ソウ'],"['さわ', 'やぶ']",16
蚤,1,['ソウ'],"['つめ', 'のみ', 'はや（い）']",10
㕚,-1,,,-1
鰺,1,['ソウ'],['あじ'],22
參,11,"['サン', 'シン']","['まい（る）', 'まじ（わる）']",11
鯵,1,['ソウ'],['あじ'],19
噂,1,['ソン'],['うわさ'],15
樽,1,['ソン'],['たる'],16
鱒,1,"['ソン', 'ゾン']",['ます'],23
柁,1,"['タ', 'ダ']",['かじ'],9
舵,1,"['タ', 'ダ']",['かじ'],11
詑,1,['タ'],['あざむ（く）'],12
詫,1,['タ'],"['ほこ（る）', 'わび', 'わ（びる）']",13
陀,1,"['タ', 'ダ']",[],8
騨,1,"['タ', 'ダ', 'タン']",[],19
楕,1,['ダ'],[],13
橢,1,['ダ'],[],16
隋,1,"['ズイ', 'タ', 'ダ']",[],12
雫,1,['ダ'],['しずく'],11
岱,1,['タイ'],[],8
梯,1,"['タイ', 'テイ']",['はしご'],11
殆,1,['タイ'],"['あや（うい）', 'ほとほと', 'ほとん（ど）']",9
碓,1,['タイ'],['うす'],13
腿,1,['タイ'],['もも'],14
苔,1,['タイ'],['こけ'],8
鎚,1,"['タイ', 'ツイ']","['かなづち', 'つち']",18
黛,1,['タイ'],"['かきまゆ', 'まゆ', 'まゆずみ']",16
悌,1,"['ダイ', 'テイ']",[],10
迺,1,"['ダイ', 'ナイ']","['すなわ（ち）', 'なんじ', 'の']",10
廼,1,"['ダイ', 'ナイ']","['すなわ（ち）', 'なんじ', 'の']",9
醍,1,"['ダイ', 'テイ']",[],16
啄,1,"['タク', 'トク']",['ついば（む）'],10
豖,-1,['チョク'],[],8
托,1,['タク'],"['お（く）', 'お（す）', 'たの（む）']",6
擢,1,"['タク', 'テキ']","['ぬき（んでる）', 'ぬ（く）']",17
琢,1,['タク'],['みが（く）'],11
鐸,1,['タク'],['すず'],21
睪,-1,['エキ'],[],13
凧,1,[],"['いかのぼり', 'たこ']",5
韃,1,"['タツ', 'ダツ']","['むち', 'むちう（つ）']",22
捺,1,"['ダツ', 'ナツ']",['お（す）'],11
坦,1,['タン'],['たい（ら）'],8
椴,1,"['タン', 'ダン']","['とど', 'とどまつ']",13
檀,1,"['タン', 'ダン']",['まゆみ'],17
歎,1,['タン'],"['たた（える）', 'なげ（く）']",15
湛,1,"['タン', 'チン']","['あつ（い）', 'しず（む）', 'たた（える）', 'ふか（い）', 'ふけ（る）']",12
灘,1,"['タン', 'ダン']","['なだ', 'はやせ']",22
難,11,"['ナン', 'ダ', 'ダン', 'ナ']","['むずか（しい）', 'かた（い）', 'にく（い）', 'むつか（しい）']",19
箪,1,['タン'],"['はこ', 'ひさご', 'わりご']",15
耽,1,['タン'],['ふけ（る）'],10
蛋,1,['タン'],"['あま', 'えびす', 'たまご']",11
智,1,['チ'],"['さと（い）', 'ちえ']",12
薙,1,"['チ', 'テイ']","['か（る）', 'そ（る）', 'な（ぐ）']",16
雉,1,"['ジ', 'チ']",['きじ'],13
蜘,1,['チ'],['くも'],14
紬,1,['チュウ'],"['つむぎ', 'つむ（ぐ）']",11
註,1,['チュウ'],['ときあか（す）'],12
儲,1,['チョ'],"['そえ', 'たくわ（える）', 'もう（け）', 'もう（ける）']",18
樗,1,['チョ'],['おうち'],15
雩,-1,['ウ'],[],11
瀦,1,['チョ'],"['た（まる）', 'みずたま（り）']",19
豬,-1,['チョ'],"['い', 'いのしし']",16
潴,1,['チョ'],"['た（まる）', 'みずたま（り）']",15
猪,1,['チョ'],"['い', 'いのしし']",11
苧,1,['チョ'],"['お', 'からむし']",8
凋,1,['チョウ'],['しぼ（む）'],10
喋,1,"['チョウ', 'トウ']","['しゃべ（る）', 'ふ（む）']",12
寵,1,['チョウ'],"['いつく（しむ）', 'めぐ（み）', 'めぐ（む）']",19
挺,1,"['チョウ', 'テイ']","['ぬき（んでる）', 'ぬ（く）']",10
暢,1,['チョウ'],"['の（びる）', 'の（べる）', 'とお（る）']",14
肇,1,['チョウ'],"['はじ（め）', 'はじ（める）']",14
脹,1,['チョウ'],"['は（れる）', 'ふく（よか）', 'ふく（れる）']",12
蔦,1,['チョウ'],['つた'],14
蝶,1,['チョウ'],[],15
諜,1,['チョウ'],"['うかが（う）', 'さぐ（る）', 'しめ（す）', 'ふだ']",16
釘,1,"['チョウ', 'テイ']",['くぎ'],10
銚,1,"['チョウ', 'ヨウ']","['すき', 'なべ']",14
鯛,1,['チョウ'],['たい'],19
椿,1,['チン'],['つばき'],13
砧,1,"['ガン', 'チン']",['きぬた'],10
槌,1,['ツイ'],"['う（つ）', 'つち']",14
栂,1,['バイ'],"['つが', 'とが']",9
辻,1,[],['つじ'],6
剃,1,['テイ'],['そ（る）'],9
汀,1,['テイ'],"['なぎさ', 'みぎわ']",5
碇,1,['テイ'],['いかり'],13
禎,1,['テイ'],['さいわ（い）'],13
綴,1,"['テイ', 'テツ']","['つづ（る）', 'と（じる）']",14
叕,-1,,,-1
蹄,1,['テイ'],"['ひづめ', 'わな']",16
鵜,1,['テイ'],['う'],18
鼎,1,['テイ'],"['かなえ', 'まさ（に）']",13
禰,1,"['デイ', 'ネ']","['かたしろ', 'みたまや']",19
祢,1,"['デイ', 'ネ']","['かたしろ', 'みたまや']",9
荻,1,['テキ'],['おぎ'],10
狄,1,['テキ'],['えびす'],7
鏑,1,['テキ'],"['かぶら', 'かぶらや', 'やじり']",19
姪,1,['テツ'],['めい'],9
畷,1,['テツ'],['なわて'],13
轍,1,['テツ'],['わだち'],19
佃,1,"['テン', 'デン']","['か（り）', 'たがや（す）', 'つくだ']",7
淀,1,"['テン', 'デン']","['よど', 'よど（む）']",11
澱,1,"['テン', 'デン']","['おり', 'よど', 'よど（む）']",16
甜,1,['テン'],"['あま（い）', 'うま（い）']",11
