Id,Level,Reading_On,Reading_Kun,Strokes
眄,1,"['ベン', 'メン']","['かえり（みる）', 'ながしめ', 'なが（める）', 'み（る）']",9
眛,1,"['バイ', 'マイ']",['くら（い）'],10
眩,1,['ゲン'],"['くら（ます）', 'くら（む）', 'くるめ（く）', 'く（れる）', 'ま（う）', 'まど（う）', 'まばゆ（い）', 'まぶ（しい）', 'めまい']",10
眷,1,['ケン'],"['かえり（みる）', 'なさ（け）', 'みうち', 'めぐ（み）']",11
眥,1,"['サイ', 'シ', 'セイ']","['にら（む）', 'まなじり']",11
眦,1,"['サイ', 'シ', 'セイ']","['にら（む）', 'まなじり']",11
眸,1,"['ボウ', 'ム']",['ひとみ'],11
睇,1,"['ダイ', 'テイ']","['ながしめ', 'ぬすみみ（る）', 'よこめ']",12
睫,1,['ショウ'],['まつげ'],13
睨,1,['ゲイ'],"['かたむ（く）', 'にら（む）']",13
睛,1,['セイ'],['ひとみ'],13
睚,1,['ガイ'],"['にら（む）', 'まなじり']",13
睥,1,['ヘイ'],"['ながしめ', 'にら（む）']",13
睾,1,['コウ'],"['きんたま', 'さわ', 'たか（い）']",14
睹,1,['ト'],['み（る）'],14
瞎,1,['カツ'],['くら（い）'],15
瞑,1,"['ミョウ', 'メイ', 'メン']","['くら（い）', 'つぶ（る）']",15
瞋,1,['シン'],"['いか（らす）', 'いか（る）']",15
瞠,1,"['トウ', 'ドウ']","['みつ（める）', 'みは（る）']",16
瞞,1,"['バン', 'マン', 'モン']","['あざむ（く）', 'だま（す）', 'は（じる）']",16
瞰,1,['カン'],"['のぞ（む）', 'みお（ろす）', 'み（る）']",17
瞼,1,['ケン'],['まぶた'],18
䀠,-1,['ク'],[],10
矇,1,"['ボウ', 'モウ']","['おろ（か）', 'くら（い）']",18
瞻,1,['セン'],['み（る）'],18
瞽,1,"['コ', 'ク']",['めくら'],18
矚,1,"['ショク', 'ソク']",['み（る）'],26
屬,11,"['ゾク', 'ショク']","['つ（く）', 'やから']",21
阡,1,['セン'],"['あぜみち', 'しげ（る）', 'はかみち', 'みち']",6
阮,1,['ゲン'],[],7
阯,1,['シ'],"['あと', 'ふもと', 'もとい']",7
阨,1,"['アイ', 'ヤク']","['くる（しむ）', 'せま（い）', 'ふさ（がる）']",7
陂,1,"['ハ', 'ヒ']","['かたむ（く）', 'さか', 'つつみ']",8
陋,1,['ロウ'],"['いや（しい）', 'せま（い）']",9
陌,1,"['ハク', 'バク']","['あぜみち', 'まち', 'みち']",9
陜,1,['キョウ'],"['せま（い）', 'やまあい', 'やまかい']",10
陝,1,['セン'],[],10
㚒,-1,,,-1
陟,1,['チョク'],"['すす（む）', 'のぼ（らせる）', 'のぼ（る）']",10
步,11,"['ホ', 'ブ', 'フ']","['あゆ（む）', 'ある（く）']",7
陞,1,['ショウ'],"['のぼ（らせる）', 'のぼ（る）']",10
陬,1,"['シュ', 'スウ']","['くま', 'すみ']",11
陲,1,['スイ'],"['あや（うい）', 'さかい', 'ほとり']",11
隍,1,['コウ'],"['からぼり', 'ほり', 'むな（しい）']",12
隗,1,['カイ'],['けわ（しい）'],13
隕,1,['イン'],"['うしな（う）', 'お（ちる）', 'お（とす）', 'し（ぬ）']",13
隘,1,"['アイ', 'ヤク']","['いや（しい）', 'けわ（しい）', 'せま（い）', 'ふさ（がる）']",13
隧,1,"['スイ', 'ズイ']",['みち'],16
隰,1,"['シツ', 'シュウ']",['さわ'],17
㬎,-1,,,-1
隴,1,"['リョウ', 'ロウ']","['うね', 'おか']",19
邨,1,['ソン'],['むら'],7
邯,1,['カン'],[],8
邵,1,['ショウ'],[],8
邱,1,['キュウ'],['おか'],8
郛,1,['フ'],['くるわ'],10
郢,1,['エイ'],[],10
郤,1,"['ケキ', 'ゲキ']","['すき', 'すきま', 'ひま']",10
鄂,1,['ガク'],[],12
鄒,1,"['シュ', 'スウ']",[],13
鄙,1,['ヒ'],"['いや（しい）', 'いや（しむ）', 'ひな', 'ひな（びる）']",14
啚,-1,,,-1
鄲,1,['タン'],[],15
疔,1,['チョウ'],"['かさ', 'できもの']",7
疚,1,['キュウ'],"['ながわずら（い）', 'なや（む）', 'やま（しい）', 'や（む）']",8
疝,1,"['サン', 'セン']",['せんき'],8
疣,1,['ユウ'],"['いぼ', 'は（れる）']",9
疥,1,['カイ'],"['おこり', 'はたけ', 'ひぜん']",9
疳,1,['カン'],[],10
痃,1,"['ケン', 'ゲン']",[],10
痂,1,"['カ', 'ケ']","['かさぶた', 'ひぜん']",10
疸,1,['タン'],['おうだん'],10
疽,1,"['ショ', 'ソ']","['かさ', 'はれもの']",10
疼,1,['トウ'],"['いた（む）', 'うず（き）', 'うず（く）']",10
疱,1,['ホウ'],"['とびひ', 'もがさ']",10
痍,1,['イ'],"['きず', 'きず（つく）', 'きず（つける）']",11
疵,1,['シ'],"['きず', 'そし（る）', 'やまい']",11
痊,1,['セン'],"['い（える）', 'い（やす）']",11
痒,1,['ヨウ'],"['かさ', 'かゆ（い）', 'やまい', 'や（む）']",11
痙,1,['ケイ'],['ひきつ（る）'],12
痞,1,['ヒ'],"['つか（え）', 'つか（える）']",12
痣,1,['シ'],"['あざ', 'ほくろ']",12
痿,1,['イ'],"['しび（れる）', 'な（える）']",13
痾,1,['ア'],['やまい'],13
痰,1,['タン'],[],13
痺,1,['ヒ'],['しび（れる）'],13
痼,1,['コ'],"['しこ（り）', 'ながわずら（い）']",13
痳,1,['リン'],"['せんき', 'りんびょう']",13
痲,1,"['バ', 'マ']","['しび（れ）', 'しび（れる）']",13
瘁,1,['スイ'],"['つか（れる）', 'やつ（れる）']",13
瘧,1,['ギャク'],['おこり'],14
瘋,1,['フウ'],['ずつう'],14
瘟,1,['オン'],['えやみ'],15
瘠,1,['セキ'],['や（せる）'],15
瘤,1,['リュウ'],"['こぶ', 'はれもの']",15
瘢,1,['ハン'],"['きず', 'きずあと', 'そばかす']",15
瘡,1,"['ショウ', 'ソウ']","['かさ', 'きず', 'くさ']",15
瘉,1,['ユ'],"['い（える）', 'い（やす）']",14
瘰,1,['ルイ'],[],16
瘴,1,['ショウ'],[],16
瘻,1,"['ル', 'ロウ']","['こぶ', 'はれもの']",16
癇,1,['カン'],['ひきつ（け）'],17
癆,1,['ロウ'],"['いた（む）', 'おとろえや（せる）', 'かぶ（れ）']",17
癈,1,['ハイ'],[],17
癘,1,"['ライ', 'レイ']",['えやみ'],17
萬,11,"['バン', 'マン']",['よろず'],12
癜,1,"['テン', 'デン']",['なまず'],18
癢,1,['ヨウ'],['かゆ（い）'],20
癧,1,['レキ'],[],21
癪,1,['シャク'],[],21
癨,1,['カク'],[],21
癩,1,['ライ'],[],21
癬,1,['セン'],"['たむし', 'ひぜん']",22
癰,1,['ヨウ'],['はれもの'],23
癲,1,['テン'],['くる（う）'],24
籵,1,[],['デカメートル'],8
粢,1,['シ'],"['きび', 'しとぎ', 'もち']",12
粤,1,"['エツ', 'オチ']","['ああ', 'ここ（に）']",12
粨,1,[],['ヘクトメートル'],12
粱,1,['リョウ'],['あわ'],13
粳,1,['コウ'],"['うるち', 'ぬか']",13
糀,1,[],['こうじ'],13
粽,1,['ソウ'],['ちまき'],14
糅,1,['ジュウ'],"['か（てる）', 'まじ（える）', 'ま（じる）']",15
糂,1,"['サン', 'ジン']","['こながき', 'ま（じる）']",15
糒,1,"['ヒ', 'ビ']","['かれいい', 'ほしいい']",16
糜,1,['ビ'],"['かゆ', 'ただ（れる）', 'つい（やす）', 'ほろ（びる）']",17
糯,1,"['ダ', 'ナ']",['もちごめ'],20
糲,1,"['ライ', 'ラツ', 'レイ']","['あら（い）', 'くろごめ']",20
糴,1,['テキ'],"['いりよね', 'かいよね', 'か（う）']",22
籴,-1,['テキ'],"['いりよね', 'かいよね', 'か（う）']",8
糶,1,['チョウ'],"['うりよね', 'う（る）', 'せり']",25
粜,-1,['チョウ'],"['うりよね', 'う（る）', 'せり']",11
飩,1,"['トン', 'ドン']",[],13
飫,1,"['オ', 'ヨ']","['あ（きる）', 'さかも（り）']",13
餉,1,['ショウ'],"['おく（る）', 'かて', 'かれい', 'かれいい']",15
餃,1,"['ギョウ', 'コウ']",['あめ'],15
餔,1,"['フ', 'ホ']","['く（う）', 'やしな（う）', 'ゆうぐ（れ）', 'ゆうめし']",16
餒,1,['ダイ'],"['う（える）', 'くさ（る）']",16
餡,1,"['アン', 'カン']",[],17
餤,1,['タン'],"['く（う）', 'く（わせる）', 'すす（む）', 'すす（める）']",17
餞,1,['セン'],"['おく（る）', 'はなむけ']",17
餮,1,['テツ'],['むさぼ（る）'],18
殄,1,['テン'],"['ことごと（く）', 'た（つ）', 'つ（きる）', 'つ（くす）']",9
餬,1,['コ'],"['かゆ', 'のり']",18
饂,1,['ウン'],[],19
餽,1,['キ'],"['おく（る）', 'まつ（る）']",19
餾,1,['リュウ'],['む（す）'],19
饉,1,['キン'],['う（える）'],20
饅,1,"['バン', 'マン']",['ぬた'],20
饐,1,"['イ', 'エツ']","['す（える）', 'むせ（ぶ）']",21
饌,1,"['サン', 'セン']","['そなえもの', 'そな（える）']",21
饑,1,['キ'],"['う（える）', 'ひだる（い）']",21
饋,1,['キ'],"['おくりもの', 'おく（る）', 'すす（める）']",21
饒,1,"['ジョウ', 'ニョウ']","['あま（る）', 'おお（い）', 'ゆた（か）', 'ゆた（かにする）']",21
饕,1,['トウ'],['むさぼ（る）'],22
號,11,"['ゴウ', 'コウ']","['さけ（ぶ）', 'よびな']",13
歿,1,['ボツ'],"['お（わる）', 'し（ぬ）']",8
殀,1,['ヨウ'],['わかじに'],8
殃,1,['オウ'],['わざわ（い）'],9
殍,1,"['ヒョウ', 'フ']","['うえじに', 'うえじに（する）']",11
殞,1,['イン'],"['お（ちる）', 'お（とす）', 'し（ぬ）']",14
殤,1,['ショウ'],['わかじに'],15
殫,1,['タン'],"['ことごと（く）', 'つ（きる）', 'つ（くす）']",16
殪,1,['エイ'],"['ころ（す）', 'し（ぬ）', 'たお（す）', 'たお（れる）']",16
殯,1,['ヒン'],"['かりもがり', 'かりもがり（する）']",18
殲,1,['セン'],"['つ（くす）', 'ほろ（ぼす）']",21
殱,1,['セン'],"['つ（くす）', 'ほろ（ぼす）']",19
艸,1,['ソウ'],['くさ'],6
艾,1,['ガイ'],"['おさ（める）', 'か（る）', 'としよ（り）', 'もぐさ', 'よもぎ']",5
芍,1,['シャク'],[],6
芫,1,['ゲン'],"['さつまふじ', 'ふじもどき']",7
辜,1,['コ'],"['そむ（く）', 'つみ', 'とが', 'はりつけ']",12
氓,1,"['ボウ', 'モウ']",['たみ'],8
齏,1,"['サイ', 'セイ']","['あえもの', 'あ（える）', 'くだ（く）', 'なます']",23
韲,1,"['サイ', 'セイ']","['あえもの', 'あ（える）', 'くだ（く）', 'なます']",19
丫,1,['ア'],"['あげまき', 'ふたまた']",3
芟,1,"['サン', 'セン']",['か（る）'],7
芬,1,['フン'],"['かお（り）', 'かお（る）', 'こうば（しい）']",7
苡,1,"['イ', 'シ']",[],8
苳,1,['トウ'],['ふき'],8
茉,1,"['バツ', 'マツ']",[],8
苜,1,"['ボク', 'モク']",[],8
苻,1,['フ'],"['あまかわ', 'さや']",8
苣,1,['キョ'],"['たいまつ', 'ちさ', 'ちしゃ']",8
范,1,['ハン'],"['いがた', 'かた', 'のり']",8
苞,1,['ホウ'],"['つつ（み）', 'つつ（む）', 'つと', 'ねもと']",8
苙,1,['リュウ'],['よろいぐさ'],8
苹,1,"['ヒョウ', 'ヘイ']","['うきくさ', 'よもぎ']",8
茆,1,['ボウ'],"['かや', 'じゅんさい', 'ぬなわ']",8
苴,1,"['サ', 'ショ']","['あさ', 'おぎな（う）', 'くろ（い）', 'つと']",8
苺,1,"['バイ', 'マイ']","['いちご', 'こけ']",8
莓,1,"['バイ', 'マイ']","['いちご', 'こけ']",10
茴,1,"['ウイ', 'カイ']",[],9
茯,1,"['フク', 'ブク']",[],9
茱,1,['シュ'],[],9
荀,1,"['シュン', 'ジュン']",[],9
茲,1,"['シ', 'ジ']","['ここ', 'ここ（に）', 'しげ（る）', 'とし', 'ま（す）', 'ますます']",9
茹,1,"['ジョ', 'ニョ']","['う（だる）', 'く（う）', 'くさ（る）', 'な', 'ゆ（でる）']",9
茵,1,['イン'],"['しきもの', 'しとね']",9
荐,1,"['セン', 'ゼン']","['あつ（まる）', 'かさ（ねる）', 'しき（りに）', 'しばしば']",9
茗,1,"['ミョウ', 'メイ']","['ちゃ', 'よ（う）']",9
茘,1,"['リ', 'レイ']",['おおにら'],9
刕,-1,,,-1
茫,1,"['ボウ', 'モウ']","['とお（い）', 'はる（か）', 'ひろ（い）']",9
汒,-1,,,-1
莚,1,['エン'],"['の（びる）', 'はびこ（る）', 'むしろ']",10
莢,1,['キョウ'],['さや'],10
莪,1,['ガ'],"['きつねあざみ', 'つのよもぎ']",10
莟,1,['ガン'],"['つぼみ', 'はなしべ']",10
莎,1,['サ'],['はますげ'],10
莅,1,['リ'],['のぞ（む）'],10
蒭,1,"['シュ', 'ス', 'スウ']","['か（る）', 'くさか（り）', 'まぐさ', 'わら']",13
茣,1,['ゴ'],[],10
莨,1,['ロウ'],"['たばこ', 'ちからぐさ']",10
荳,1,"['ズ', 'トウ']",['まめ'],10
莠,1,['ユウ'],"['えのころぐさ', 'はぐさ', 'みにく（い）']",10
靠,1,['コウ'],"['たが（う）', 'もた（れる）', 'よ（る）']",15
靡,1,"['ヒ', 'ビ', 'ミ']","['おご（る）', 'ただ（れる）', 'なび（かす）', 'なび（く）']",19
㐆,-1,['イン'],[],6
甦,1,['ソ'],['よみがえ（る）'],12
荼,1,"['タ', 'ダ', 'ト']","['くる（しみ）', 'にがな']",10
荵,1,"['ジン', 'ニン']","['しのぶ', 'しのぶぐさ']",10
莉,1,"['リ', 'レイ']",[],10
菽,1,['シュク'],['まめ'],11
萢,1,[],['やち'],11
菠,1,"['ハ', 'ホウ']",[],11
菎,1,['コン'],[],11
菴,1,['アン'],['いおり'],11
菲,1,['ヒ'],"['うす（い）', 'かんば（しい）']",11
萍,1,"['ビョウ', 'ヘイ']","['うきくさ', 'よもぎ']",11
泙,-1,['ホウ'],[],8
菫,1,['キン'],"['すみれ', 'とりかぶと']",11
菁,1,"['ショウ', 'セイ']","['かぶ', 'かぶら', 'かぶらな']",11
菘,1,"['シュウ', 'スウ']","['すずな', 'とうな']",11
萼,1,['ガク'],"['うてな', 'はなぶさ']",12
葩,1,['ハ'],"['はな', 'はなびら']",12
皅,-1,['ハ'],[],9
葷,1,['クン'],"['くさ（い）', 'なまぐさ']",12
萸,1,['ユ'],[],12
萵,1,"['カ', 'ワ']",[],12
葯,1,['ヤク'],['よろいぐさ'],12
葭,1,['カ'],"['あし', 'あしぶえ', 'よし']",12
葆,1,"['ホ', 'ホウ']","['しげ（る）', 'たから', 'たも（つ）', 'つつ（む）', 'はねかざ（り）']",12
蓙,1,[],['ござ'],13
蒟,1,"['ク', 'コン']",[],13
竘,-1,['ク'],[],10
蓖,1,['ヒ'],[],13
蒡,1,"['ホウ', 'ボウ']",[],13
蓍,1,['シ'],"['めどぎ', 'めどはぎ']",13
蓆,1,['セキ'],['むしろ'],13
蒹,1,['ケン'],['おぎ'],13
蓁,1,['シン'],['しげ（み）'],13
蓐,1,['ジョク'],['しとね'],13
蒻,1,"['ジャク', 'ニャク']","['がまのめ', 'むしろ']",13
蓼,1,"['リク', 'リョウ']",['たで'],14
蔗,1,"['シャ', 'ショ']","['うま（い）', 'さとうきび']",14
蔔,1,['フク'],['だいこん'],14
蔡,1,"['サイ', 'サツ']","['あくた', 'くさむら']",14
蔘,1,"['サン', 'シン']","['ちょうせんにんじん', 'にんじん', 'むら（がる）']",14
蔟,1,"['ソウ', 'ソク', 'ゾク']","['あつ（まる）', 'まぶし', 'むら（がる）']",14
蓴,1,"['シュン', 'ジュン']","['じゅんさい', 'ぬなわ']",14
蓿,1,['シュク'],[],14
蔕,1,"['タイ', 'テイ']","['うてな', 'とげ', 'ねもと', 'へた']",14
帶,11,['タイ'],"['おび', 'お（びる）']",11
蒂,1,"['タイ', 'テイ']","['うてな', 'とげ', 'ねもと', 'へた']",12
蔬,1,"['ショ', 'ソ']","['あおもの', 'あら（い）', 'な']",15
蕘,1,['ジョウ'],"['きこり', 'くさか（り）', 'しば', 'たきぎ']",15
蕕,1,['ユウ'],['かりがねそう'],15
蕣,1,['シュン'],"['あさがお', 'むくげ']",16
蕁,1,"['ジン', 'タン']","['いらくさ', 'はなすげ']",15
蕈,1,"['シン', 'ジン']","['きのこ', 'くわたけ', 'たけ']",15
蕀,1,['キョク'],[],15
薊,1,['ケイ'],['あざみ'],16
魝,-1,,,-1
蕷,1,['ヨ'],['やまのいも'],16
蕾,1,['ライ'],"['つぼみ', 'つぼ（む）']",16
薔,1,"['ショウ', 'ショク', 'ソウ']","['ばら', 'みずたで']",16
薨,1,['コウ'],"['し（ぬ）', 'みまか（る）']",16
薀,1,"['ウン', 'オン']","['たくわ（える）', 'つ（む）']",16
溫,11,"['オン', 'ウン']","['あたた（か）', 'あたた（かい）', 'あたた（まる）', 'あたた（める）', 'たず（ねる）', 'つつ（む）', 'ぬく（い）', 'ぬく（まる）', 'ぬく（める）', 'ぬる（い）']",13
薑,1,['キョウ'],"['しょうが', 'はじかみ']",16
薜,1,"['ハク', 'ヘイ']",['まさきのかずら'],16
薈,1,['ワイ'],['しげ（る）'],16
薇,1,['ビ'],"['ぜんまい', 'のえんどう']",16
薐,1,"['レン', 'ロウ']",[],16
薤,1,['カイ'],"['おおにら', 'にら', 'らっきょう']",16
藉,1,"['シャ', 'セキ']","['かこつ（ける）', 'か（す）', 'か（りる）', 'し（く）', 'ふ（む）', 'よ（る）']",17
薹,1,"['タイ', 'ダイ']","['あぶらな', 'とう', 'はますげ']",17
薺,1,"['ザイ', 'セイ']","['なずな', 'はまびし']",17
藐,1,"['バク', 'ビョウ', 'ミョウ']","['ちい（さい）', 'とお（い）', 'はる（か）']",17
藕,1,['グウ'],['はす'],18
耦,1,"['グ', 'グウ', 'ゴウ']",[],15
藜,1,['レイ'],['あかざ'],18
蘊,1,['ウン'],"['たくわ（える）', 'つ（む）']",19
縕,1,"['ウン', 'オン']","['おくぶか（い）', 'ふるわた']",16
藾,1,['ライ'],['くさよもぎ'],19
蘢,1,['ロウ'],"['いぬたで', 'おおけたで']",19
藹,1,['アイ'],"['おお（い）', 'おだ（やか）', 'さか（ん）']",19
蘋,1,['ヒン'],"['うきくさ', 'かたばみも']",19
蘆,1,['ロ'],"['あし', 'よし']",19
芦,1,['ロ'],"['あし', 'よし']",7
蘚,1,['セン'],['こけ'],20
蘿,1,['ラ'],"['つた', 'つたかずら']",22
畛,1,['シン'],"['あぜ', 'さかい']",10
畚,1,['ホン'],"['ふご', 'もっこ']",10
畤,1,"['シ', 'ジ']",['まつりのにわ'],11
畭,1,"['シャ', 'ヨ']","['あらた', 'やきはた']",12
畸,1,['キ'],"['あま（り）', 'のこ（り）', 'めずら（しい）']",13
疇,1,['チュウ'],"['うね', 'さき（に）', 'たぐい', 'だれ', 'むかし', 'むく（いる）']",19
畴,1,['チュウ'],"['うね', 'さき（に）', 'たぐい', 'だれ', 'むかし', 'むく（いる）']",12
疆,1,['キョウ'],"['かぎ（り）', 'かぎ（る）', 'さかい']",19
覓,1,['ベキ'],['もと（める）'],11
覘,1,['テン'],"['うかが（う）', 'のぞ（く）']",12
覡,1,"['ケキ', 'ゲキ']","['かんなぎ', 'みこ']",14
覦,1,['ユ'],"['こいねが（う）', 'ねが（う）', 'のぞ（む）']",16
覩,1,['ト'],['み（る）'],16
覯,1,['コウ'],"['あ（う）', 'あ（わせる）', 'み（る）']",17
覬,1,['キ'],"['こいねが（う）', 'ねが（う）', 'のぞ（む）']",17
覲,1,['キン'],"['あ（う）', 'まみ（える）']",18
覿,1,['テキ'],"['あ（う）', 'しめ（す）', 'み（る）']",22
鬻,1,"['イク', 'シュク']","['かゆ', 'ひさ（ぐ）']",22
釉,1,['ユウ'],"['うわぐすり', 'つや', 'ひかり']",12
皎,1,"['キョウ', 'コウ']","['あか（るい）', 'きよ（い）', 'しろ（い）']",11
皓,1,['コウ'],"['きよ（い）', 'しろ（い）', 'ひか（る）']",12
皖,1,['カン'],['あき（らか）'],12
皙,1,['セキ'],"['しろ（い）', 'なつめ']",13
皚,1,['ガイ'],['しろ（い）'],15
豺,1,['サイ'],['やまいぬ'],10
貂,1,['チョウ'],['てん'],12
貊,1,['バク'],['えびす'],13
貉,1,"['カク', 'バク']",['むじな'],13
貎,1,['ゲイ'],['しし'],15
貘,1,['バク'],[],17
耄,1,"['ボウ', 'モウ']","['おいぼ（れる）', 'としよ（り）', 'ほう（ける）']",10
耋,1,['テツ'],"['お（いる）', 'としよ（り）']",12
貽,1,['イ'],"['おく（る）', 'のこ（す）']",12
賈,1,"['カ', 'コ']","['あきな（い）', 'あきな（う）', 'あたい', 'う（る）', 'か（う）']",13
貶,1,['ヘン'],"['おとし（める）', 'お（とす）', 'けな（す）', 'さげす（む）', 'しりぞ（ける）', 'そし（る）', 'へ（らす）']",11
貲,1,['シ'],"['あがな（う）', 'たから']",13
賚,1,['ライ'],"['たま（う）', 'たまもの']",15
來,11,['ライ'],"['く（る）', 'きた（す）', 'きた（る）', 'き（し）', 'こ（し）']",8
賻,1,['フ'],"['おくりもの', 'おく（る）']",17
賽,1,['サイ'],['さいころ'],17
賺,1,"['タン', 'レン']","['すか（す）', 'だま（す）']",17
贄,1,['シ'],['にえ'],18
贅,1,"['セイ', 'ゼイ']","['いぼ', 'こぶ', 'むだ', 'よけい（な）']",18
贇,1,['イン'],[],19
贍,1,"['セン', 'ゼン']","['すく（う）', 'た（す）', 'た（りる）']",20
贏,1,['エイ'],"['あま（る）', 'か（つ）', 'にな（う）', 'の（びる）', 'もう（ける）']",20
贔,1,"['ヒ', 'ヒイ']",[],21
贐,1,"['シン', 'ジン']","['おくりもの', 'はなむけ']",21
贓,1,"['ソウ', 'ゾウ']",['かく（す）'],22
臧,1,"['ソウ', 'ゾウ']","['おさ（める）', 'かく（す）', 'しもべ', 'まいない', 'よ（い）']",15
贖,1,['ショク'],"['あがな（い）', 'あがな（う）']",22
辷,1,[],['すべ（る）'],5
迚,1,[],"['とて', 'とて（も）']",8
迢,1,"['ジョウ', 'チョウ']","['とお（い）', 'はる（か）']",9
迥,1,['ケイ'],"['とお（い）', 'はる（か）']",9
迪,1,['テキ'],"['みち', 'みちび（く）', 'すす（む）', 'ふ（む）']",8
廸,1,['テキ'],"['みち', 'みちび（く）', 'すす（む）', 'ふ（む）']",8
逅,1,['コウ'],['あ（う）'],10
迹,1,"['セキ', 'シャク']","['あと', 'あとかた']",10
迴,1,['カイ'],"['まわ（る）', 'めぐ（らす）', 'めぐ（る）']",10
逑,1,['キュウ'],"['あ（う）', 'あつ（める）', 'つれあい']",11
逕,1,['ケイ'],"['こみち', 'ただ（ちに）', 'みち']",11
逞,1,['テイ'],"['こころよ（い）', 'たくま（しい）', 'たくま（しくする）']",11
逧,1,[],['さこ'],11
逡,1,['シュン'],"['しさ（る）', 'しりぞ（く）', 'ためら（う）']",11
逖,1,['テキ'],"['とお（い）', 'はる（か）']",11
逋,1,"['フ', 'ホ']","['おいめ', 'に（げる）', 'のが（れる）']",11
逍,1,['ショウ'],['さまよ（う）'],11
迸,1,"['ヘイ', 'ホウ']","['たばし（る）', 'はし（る）', 'ほとばし（る）']",10
逵,1,['キ'],"['おおじ', 'おおどおり']",12
遐,1,['カ'],"['とお（い）', 'はる（か）']",13
遒,1,['シュウ'],"['せま（る）', 'ちからづよ（い）', 'つよ（い）']",13
逎,1,['シュウ'],"['せま（る）', 'ちからづよ（い）', 'つよ（い）']",11
遖,1,[],['あっぱれ'],13
遏,1,['アツ'],"['さえぎ（る）', 'た（つ）', 'とど（める）', 'と（める）']",13
遑,1,['コウ'],"['あわただ（しい）', 'あわ（てる）', 'いとま', 'ひま']",13
逾,1,['ユ'],"['いよいよ', 'こ（える）', 'こ（す）']",13
遉,1,['テイ'],"['うかが（う）', 'さぐ（る）', 'さすが', 'さすが（に）']",13
遘,1,['コウ'],"['あ（う）', 'であ（う）']",14
遯,1,"['トン', 'ドン']","['かく（れる）', 'に（げる）', 'のが（れる）']",15
遨,1,['ゴウ'],['あそ（ぶ）'],15
遶,1,"['ジョウ', 'ニョウ']","['めぐ（らす）', 'めぐ（る）']",16
邁,1,"['バイ', 'マイ']","['す（ぎる）', 'つと（める）', 'ゆ（く）']",16
邂,1,['カイ'],['あ（う）'],17
邀,1,['ヨウ'],"['むか（える）', 'もと（める）']",17
遽,1,['キョ'],"['あわただ（しい）', 'あわ（てる）', 'おそ（れる）', 'すみ（やか）', 'せま（る）', 'にわ（か）']",17
邇,1,"['ジ', 'ニ']",['ちか（い）'],18
邃,1,['スイ'],"['おくぶか（い）', 'とお（い）', 'ふか（い）']",18
邏,1,['ラ'],"['みまわ（り）', 'みまわ（る）', 'めぐ（る）']",23
竍,1,[],['デカリットル'],7
竏,1,[],['キロリットル'],8
竓,1,[],['ミリリットル'],9
竕,1,[],['デシリットル'],9
竚,1,['チョ'],"['たたず（む）', 'たちど（まる）', 'ま（つ）']",10
站,1,['タン'],"['えき', 'うまつぎ', 'たたず（む）', 'た（つ）']",10
竡,1,[],['ヘクトリットル'],11
竢,1,['シ'],"['まちう（ける）', 'ま（つ）']",12
竦,1,['ショウ'],"['おそ（れる）', 'すく（む）', 'そび（える）', 'そび（やかす）', 'つつし（む）', 'つま（だつ）']",12
竭,1,['ケツ'],"['か（れる）', 'ことごと（く）', 'つ（きる）', 'つ（くす）']",14
竰,1,[],['センチリットル'],14
秉,1,['ヘイ'],"['いねたば', 'え', 'と（る）', 'まも（る）']",8
秕,1,['ヒ'],"['くずごめ', 'しいな', 'わる（い）']",9
粃,1,['ヒ'],"['くずごめ', 'しいな', 'わる（い）']",10
秣,1,"['バツ', 'マツ']","['まぐさ', 'まぐさか（う）']",10
秬,1,['キョ'],['くろきび'],10
秧,1,['オウ'],"['う（える）', 'なえ']",10
稈,1,['カン'],['わら'],12
稍,1,"['ショウ', 'ソウ']","['すこ（し）', 'ちい（さい）', 'ふち', 'やや', 'ようや（く）']",12
稠,1,"['チュウ', 'チョウ']","['おお（い）', 'こ（い）', 'しげ（る）']",13
稷,1,['ショク'],"['きび', 'たおさ']",15
穢,1,"['アイ', 'エ', 'ワイ']","['あ（れる）', 'きたな（い）', 'けが（れる）', 'わる（い）']",18
歲,-1,,,-1
穡,1,['ショク'],"['お（しむ）', 'とりい（れ）', 'とりい（れる）']",18
盂,1,['ウ'],"['はち', 'わん']",8
盒,1,['ゴウ'],"['さら', 'ふた', 'ふたもの']",11
盞,1,['サン'],['さかずき'],13
盥,1,['カン'],"['すす（ぐ）', 'そそ（ぐ）', 'たらい']",16
盪,1,['トウ'],"['あら（う）', 'うご（かす）', 'うご（く）', 'とろ（ける）', 'はら（う）', 'ほしいまま']",17
蘯,1,['トウ'],"['あら（う）', 'うご（かす）', 'うご（く）', 'とろ（ける）', 'はら（う）', 'ほしいまま']",20
赳,1,['キュウ'],['たけ（し）'],10
趁,1,['チン'],"['お（う）', 'おもむ（く）', 'ゆきなや（む）']",12
趙,1,['チョウ'],"['およ（ぶ）', 'こ（える）']",14
舐,1,['シ'],"['な（める）', 'ねぶ（る）']",10
舒,1,"['ショ', 'ジョ']","['の（ばす）', 'の（べる）', 'ゆる（やか）']",12
艱,1,['カン'],"['かた（い）', 'くる（しい）', 'くる（しむ）', 'けわ（しい）', 'なや（み）', 'なや（む）', 'むずか（しい）']",17
觝,1,['テイ'],['ふ（れる）'],12
觚,1,['コ'],"['かど', 'さかずき']",13
觴,1,['ショウ'],['さかずき'],18
